"participant","sex","include","time","sets","leg","exercise","load"
"FP14","female","incl","week5","single","L","isom",220
"FP14","female","incl","week9","multiple","R","isok.60",172
"FP14","female","incl","week9","single","L","isok.60",140
"FP14","female","incl","week9","multiple","R","isok.120",144
"FP14","female","incl","week9","single","L","isok.120",118
"FP14","female","incl","week9","multiple","R","isok.240",92
"FP14","female","incl","week9","single","L","isok.240",92
"FP14","female","incl","week9","multiple","R","isom",245
"FP14","female","incl","week9","single","L","isom",240
"FP14","female","incl","week9","multiple","R","isom",248
"FP14","female","incl","week9","single","L","isom",232
"FP14","female","incl","post","multiple","R","isok.60",180
"FP14","female","incl","post","single","L","isok.60",152
"FP14","female","incl","post","multiple","R","isok.120",138
"FP14","female","incl","post","single","L","isok.120",135
"FP14","female","incl","post","multiple","R","isok.240",95
"FP14","female","incl","post","single","L","isok.240",94
"FP14","female","incl","post","multiple","R","isom",241
"FP14","female","incl","post","single","L","isom",230
"FP14","female","incl","post","multiple","R","isom",242
"FP14","female","incl","post","single","L","isom",222
"FP4","female","excl","pre","multiple","R","isok.60",176
"FP4","female","excl","pre","single","L","isok.60",161
"FP4","female","excl","pre","multiple","R","isok.120",127
"FP4","female","excl","pre","single","L","isok.120",126
"FP4","female","excl","pre","multiple","R","isok.240",93
"FP4","female","excl","pre","single","L","isok.240",92
"FP4","female","excl","pre","multiple","R","isom",180
"FP4","female","excl","pre","single","L","isom",176
"FP4","female","excl","pre","multiple","R","isom",160
"FP4","female","excl","pre","single","L","isom",178
"FP4","female","excl","session1","multiple","R","isok.60",148
"FP4","female","excl","session1","single","L","isok.60",152
"FP4","female","excl","session1","multiple","R","isok.120",121
"FP4","female","excl","session1","single","L","isok.120",122
"FP4","female","excl","session1","multiple","R","isok.240",86
"FP4","female","excl","session1","single","L","isok.240",84
"FP4","female","excl","session1","multiple","R","isom",165
"FP4","female","excl","session1","single","L","isom",211
"FP4","female","excl","session1","multiple","R","isom",182
"FP4","female","excl","session1","single","L","isom",207
"FP4","female","excl","week2","multiple","R","isok.60",157
"FP4","female","excl","week2","single","L","isok.60",169
"FP4","female","excl","week2","multiple","R","isok.120",122
"FP4","female","excl","week2","single","L","isok.120",144
"FP4","female","excl","week2","multiple","R","isok.240",81
"FP4","female","excl","week2","single","L","isok.240",93
"FP4","female","excl","week2","multiple","R","isom",199
"FP4","female","excl","week2","single","L","isom",239
"FP4","female","excl","week2","multiple","R","isom",220
"FP4","female","excl","week2","single","L","isom",256
"FP4","female","excl","week5","multiple","R","isok.60",189
"FP4","female","excl","week5","single","L","isok.60",159
"FP4","female","excl","week5","multiple","R","isok.120",160
"FP4","female","excl","week5","single","L","isok.120",137
"FP4","female","excl","week5","multiple","R","isok.240",107
"FP4","female","excl","week5","single","L","isok.240",87
"FP4","female","excl","week5","multiple","R","isom",208
"FP4","female","excl","week5","single","L","isom",209
"FP4","female","excl","week5","multiple","R","isom",190
"FP4","female","excl","week5","single","L","isom",NA
"FP4","female","excl","week9","multiple","R","isok.60",151
"FP4","female","excl","week9","single","L","isok.60",133
"FP4","female","excl","week9","multiple","R","isok.120",144
"FP4","female","excl","week9","single","L","isok.120",115
"FP4","female","excl","week9","multiple","R","isok.240",109
"FP4","female","excl","week9","single","L","isok.240",82
"FP4","female","excl","week9","multiple","R","isom",191
"FP4","female","excl","week9","single","L","isom",163
"FP4","female","excl","week9","multiple","R","isom",214
"FP4","female","excl","week9","single","L","isom",130
"FP4","female","excl","post","multiple","R","isok.60",161
"FP4","female","excl","post","single","L","isok.60",127
"FP4","female","excl","post","multiple","R","isok.120",141
"FP4","female","excl","post","single","L","isok.120",110
"FP4","female","excl","post","multiple","R","isok.240",95
"FP4","female","excl","post","single","L","isok.240",73
"FP4","female","excl","post","multiple","R","isom",213
"FP4","female","excl","post","single","L","isom",146
"FP4","female","excl","post","multiple","R","isom",145
"FP4","female","excl","post","single","L","isom",137
"FP6","female","incl","pre","single","R","isok.60",109
"FP6","female","incl","pre","multiple","L","isok.60",121
"FP6","female","incl","pre","single","R","isok.120",91
"FP6","female","incl","pre","multiple","L","isok.120",87
"FP6","female","incl","pre","single","R","isok.240",60
"FP6","female","incl","pre","multiple","L","isok.240",68
"FP6","female","incl","pre","single","R","isom",138
"FP6","female","incl","pre","multiple","L","isom",142
"FP6","female","incl","pre","single","R","isom",144
"FP6","female","incl","pre","multiple","L","isom",127
"FP6","female","incl","session1","single","R","isok.60",108
"FP6","female","incl","session1","multiple","L","isok.60",101
"FP6","female","incl","session1","single","R","isok.120",95
"FP6","female","incl","session1","multiple","L","isok.120",84
"FP6","female","incl","session1","single","R","isok.240",65
"FP6","female","incl","session1","multiple","L","isok.240",62
"FP6","female","incl","session1","single","R","isom",150
"FP6","female","incl","session1","multiple","L","isom",140
"FP6","female","incl","session1","single","R","isom",144
"FP6","female","incl","session1","multiple","L","isom",129
"FP6","female","incl","week2","single","R","isok.60",101
"FP6","female","incl","week2","multiple","L","isok.60",97
"FP6","female","incl","week2","single","R","isok.120",92
"FP6","female","incl","week2","multiple","L","isok.120",85
"FP6","female","incl","week2","single","R","isok.240",67
"FP6","female","incl","week2","multiple","L","isok.240",62
"FP6","female","incl","week2","single","R","isom",155
"FP6","female","incl","week2","multiple","L","isom",122
"FP6","female","incl","week2","single","R","isom",163
"FP6","female","incl","week2","multiple","L","isom",126
"FP6","female","incl","week5","single","R","isok.60",120
"FP6","female","incl","week5","multiple","L","isok.60",122
"FP6","female","incl","week5","single","R","isok.120",85
"FP6","female","incl","week5","multiple","L","isok.120",95
"FP6","female","incl","week5","single","R","isok.240",68
"FP6","female","incl","week5","multiple","L","isok.240",69
"FP6","female","incl","week5","single","R","isom",138
"FP6","female","incl","week5","multiple","L","isom",146
"FP6","female","incl","week5","single","R","isom",147
"FP6","female","incl","week5","multiple","L","isom",148
"FP6","female","incl","week9","single","R","isok.60",97
"FP6","female","incl","week9","multiple","L","isok.60",126
"FP6","female","incl","week9","single","R","isok.120",96
"FP6","female","incl","week9","multiple","L","isok.120",91
"FP6","female","incl","week9","single","R","isok.240",75
"FP6","female","incl","week9","multiple","L","isok.240",75
"FP6","female","incl","week9","single","R","isom",144
"FP6","female","incl","week9","multiple","L","isom",161
"FP6","female","incl","week9","single","R","isom",150
"FP6","female","incl","week9","multiple","L","isom",175
"FP6","female","incl","post","single","R","isok.60",110
"FP6","female","incl","post","multiple","L","isok.60",124
"FP6","female","incl","post","single","R","isok.120",94
"FP6","female","incl","post","multiple","L","isok.120",96
"FP6","female","incl","post","single","R","isok.240",72
"FP6","female","incl","post","multiple","L","isok.240",NA
"FP6","female","incl","post","single","R","isom",134
"FP6","female","incl","post","multiple","L","isom",180
"FP6","female","incl","post","single","R","isom",146
"FP6","female","incl","post","multiple","L","isom",171
"FP5","male","incl","pre","multiple","R","isok.60",225
"FP5","male","incl","pre","single","L","isok.60",250
"FP5","male","incl","pre","multiple","R","isok.120",190
"FP5","male","incl","pre","single","L","isok.120",174
"FP5","male","incl","pre","multiple","R","isok.240",121
"FP5","male","incl","pre","single","L","isok.240",98
"FP5","male","incl","pre","multiple","R","isom",267
"FP5","male","incl","pre","single","L","isom",251
"FP5","male","incl","pre","multiple","R","isom",243
"FP5","male","incl","pre","single","L","isom",253
"FP5","male","incl","session1","multiple","R","isok.60",269
"FP5","male","incl","session1","single","L","isok.60",222
"FP5","male","incl","session1","multiple","R","isok.120",213
"FP5","male","incl","session1","single","L","isok.120",190
"FP5","male","incl","session1","multiple","R","isok.240",144
"FP5","male","incl","session1","single","L","isok.240",133
"FP5","male","incl","session1","multiple","R","isom",311
"FP5","male","incl","session1","single","L","isom",268
"FP5","male","incl","session1","multiple","R","isom",295
"FP5","male","incl","session1","single","L","isom",287
"FP5","male","incl","week2","multiple","R","isok.60",246
"FP5","male","incl","week2","single","L","isok.60",233
"FP5","male","incl","week2","multiple","R","isok.120",206
"FP5","male","incl","week2","single","L","isok.120",197
"FP5","male","incl","week2","multiple","R","isok.240",147
"FP5","male","incl","week2","single","L","isok.240",134
"FP5","male","incl","week2","multiple","R","isom",320
"FP5","male","incl","week2","single","L","isom",293
"FP5","male","incl","week2","multiple","R","isom",252
"FP5","male","incl","week2","single","L","isom",312
"FP5","male","incl","week5","multiple","R","isok.60",262
"FP5","male","incl","week5","single","L","isok.60",207
"FP5","male","incl","week5","multiple","R","isok.120",220
"FP5","male","incl","week5","single","L","isok.120",192
"FP5","male","incl","week5","multiple","R","isok.240",164
"FP5","male","incl","week5","single","L","isok.240",143
"FP5","male","incl","week5","multiple","R","isom",364
"FP5","male","incl","week5","single","L","isom",280
"FP5","male","incl","week5","multiple","R","isom",326
"FP5","male","incl","week5","single","L","isom",272
"FP5","male","incl","week9","multiple","R","isok.60",271
"FP5","male","incl","week9","single","L","isok.60",239
"FP5","male","incl","week9","multiple","R","isok.120",240
"FP5","male","incl","week9","single","L","isok.120",195
"FP5","male","incl","week9","multiple","R","isok.240",170
"FP5","male","incl","week9","single","L","isok.240",145
"FP5","male","incl","week9","multiple","R","isom",368
"FP5","male","incl","week9","single","L","isom",277
"FP5","male","incl","week9","multiple","R","isom",369
"FP5","male","incl","week9","single","L","isom",322
"FP5","male","incl","post","multiple","R","isok.60",244
"FP5","male","incl","post","single","L","isok.60",208
"FP5","male","incl","post","multiple","R","isok.120",210
"FP5","male","incl","post","single","L","isok.120",193
"FP5","male","incl","post","multiple","R","isok.240",173
"FP5","male","incl","post","single","L","isok.240",145
"FP5","male","incl","post","multiple","R","isom",335
"FP5","male","incl","post","single","L","isom",257
"FP5","male","incl","post","multiple","R","isom",327
"FP5","male","incl","post","single","L","isom",282
"FP7","male","incl","pre","single","R","isok.60",253
"FP7","male","incl","pre","multiple","L","isok.60",290
"FP7","male","incl","pre","single","R","isok.120",228
"FP7","male","incl","pre","multiple","L","isok.120",230
"FP7","male","incl","pre","single","R","isok.240",157
"FP7","male","incl","pre","multiple","L","isok.240",148
"FP7","male","incl","pre","single","R","isom",342
"FP7","male","incl","pre","multiple","L","isom",318
"FP7","male","incl","pre","single","R","isom",343
"FP7","male","incl","pre","multiple","L","isom",334
"FP7","male","incl","session1","single","R","isok.60",247
