"participant","sex","include","time","sets","leg","exercise","load"
"FP7","male","incl","week5","multiple","L","isom",417
"FP7","male","incl","week5","single","R","isom",400
"FP7","male","incl","week5","multiple","L","isom",NA
"FP7","male","incl","week9","single","R","isok.60",287
"FP7","male","incl","week9","multiple","L","isok.60",299
"FP7","male","incl","week9","single","R","isok.120",238
"FP7","male","incl","week9","multiple","L","isok.120",244
"FP7","male","incl","week9","single","R","isok.240",173
"FP7","male","incl","week9","multiple","L","isok.240",179
"FP7","male","incl","week9","single","R","isom",356
"FP7","male","incl","week9","multiple","L","isom",442
"FP7","male","incl","week9","single","R","isom",NA
"FP7","male","incl","week9","multiple","L","isom",401
"FP7","male","incl","post","single","R","isok.60",267
"FP7","male","incl","post","multiple","L","isok.60",281
"FP7","male","incl","post","single","R","isok.120",247
"FP7","male","incl","post","multiple","L","isok.120",246
"FP7","male","incl","post","single","R","isok.240",168
"FP7","male","incl","post","multiple","L","isok.240",181
"FP7","male","incl","post","single","R","isom",365
"FP7","male","incl","post","multiple","L","isom",422
"FP7","male","incl","post","single","R","isom",392
"FP7","male","incl","post","multiple","L","isom",434
"FP3","male","excl","pre","single","R","isok.60",260
"FP3","male","excl","pre","multiple","L","isok.60",239
"FP3","male","excl","pre","single","R","isok.120",203
"FP3","male","excl","pre","multiple","L","isok.120",185
"FP3","male","excl","pre","single","R","isok.240",155
"FP3","male","excl","pre","multiple","L","isok.240",137
"FP3","male","excl","pre","single","R","isom",254
"FP3","male","excl","pre","multiple","L","isom",273
"FP3","male","excl","pre","single","R","isom",252
"FP3","male","excl","pre","multiple","L","isom",251
"FP3","male","excl","session1","single","R","isok.60",257
"FP3","male","excl","session1","multiple","L","isok.60",231
"FP3","male","excl","session1","single","R","isok.120",213
"FP3","male","excl","session1","multiple","L","isok.120",184
"FP3","male","excl","session1","single","R","isok.240",163
"FP3","male","excl","session1","multiple","L","isok.240",145
"FP3","male","excl","session1","single","R","isom",332
"FP3","male","excl","session1","multiple","L","isom",291
"FP3","male","excl","session1","single","R","isom",284
"FP3","male","excl","session1","multiple","L","isom",277
"FP3","male","excl","week2","single","R","isok.60",221
"FP3","male","excl","week2","multiple","L","isok.60",206
"FP3","male","excl","week2","single","R","isok.120",205
"FP3","male","excl","week2","multiple","L","isok.120",191
"FP3","male","excl","week2","single","R","isok.240",159
"FP3","male","excl","week2","multiple","L","isok.240",137
"FP3","male","excl","week2","single","R","isom",298
"FP3","male","excl","week2","multiple","L","isom",301
"FP3","male","excl","week2","single","R","isom",279
"FP3","male","excl","week2","multiple","L","isom",269
"FP3","male","excl","week5","single","R","isok.60",NA
"FP3","male","excl","week5","multiple","L","isok.60",NA
"FP3","male","excl","week5","single","R","isok.120",NA
"FP3","male","excl","week5","multiple","L","isok.120",NA
"FP3","male","excl","week5","single","R","isok.240",NA
"FP3","male","excl","week5","multiple","L","isok.240",NA
"FP3","male","excl","week5","single","R","isom",NA
"FP3","male","excl","week5","multiple","L","isom",NA
"FP3","male","excl","week5","single","R","isom",NA
"FP3","male","excl","week5","multiple","L","isom",NA
"FP3","male","excl","week9","single","R","isok.60",NA
"FP3","male","excl","week9","multiple","L","isok.60",NA
"FP3","male","excl","week9","single","R","isok.120",NA
"FP3","male","excl","week9","multiple","L","isok.120",NA
"FP3","male","excl","week9","single","R","isok.240",NA
"FP3","male","excl","week9","multiple","L","isok.240",NA
"FP3","male","excl","week9","single","R","isom",NA
"FP3","male","excl","week9","multiple","L","isom",NA
"FP3","male","excl","week9","single","R","isom",NA
"FP3","male","excl","week9","multiple","L","isom",NA
"FP3","male","excl","post","single","R","isok.60",NA
"FP3","male","excl","post","multiple","L","isok.60",NA
"FP3","male","excl","post","single","R","isok.120",NA
"FP3","male","excl","post","multiple","L","isok.120",NA
"FP3","male","excl","post","single","R","isok.240",NA
"FP3","male","excl","post","multiple","L","isok.240",NA
"FP3","male","excl","post","single","R","isom",NA
"FP3","male","excl","post","multiple","L","isom",NA
"FP3","male","excl","post","single","R","isom",NA
"FP3","male","excl","post","multiple","L","isom",NA
"FP8","female","excl","pre","multiple","R","isok.60",185
"FP8","female","excl","pre","single","L","isok.60",164
"FP8","female","excl","pre","multiple","R","isok.120",138
"FP8","female","excl","pre","single","L","isok.120",124
"FP8","female","excl","pre","multiple","R","isok.240",83
"FP8","female","excl","pre","single","L","isok.240",79
"FP8","female","excl","pre","multiple","R","isom",243
"FP8","female","excl","pre","single","L","isom",206
"FP8","female","excl","pre","multiple","R","isom",242
"FP8","female","excl","pre","single","L","isom",201
"FP8","female","excl","session1","multiple","R","isok.60",166
"FP8","female","excl","session1","single","L","isok.60",155
"FP8","female","excl","session1","multiple","R","isok.120",126
"FP8","female","excl","session1","single","L","isok.120",122
"FP8","female","excl","session1","multiple","R","isok.240",85
"FP8","female","excl","session1","single","L","isok.240",72
"FP8","female","excl","session1","multiple","R","isom",207
"FP8","female","excl","session1","single","L","isom",185
"FP8","female","excl","session1","multiple","R","isom",211
"FP8","female","excl","session1","single","L","isom",193
"FP8","female","excl","week2","multiple","R","isok.60",192
"FP8","female","excl","week2","single","L","isok.60",159
"FP8","female","excl","week2","multiple","R","isok.120",136
"FP8","female","excl","week2","single","L","isok.120",120
"FP8","female","excl","week2","multiple","R","isok.240",89
"FP8","female","excl","week2","single","L","isok.240",75
"FP8","female","excl","week2","multiple","R","isom",224
"FP8","female","excl","week2","single","L","isom",214
"FP8","female","excl","week2","multiple","R","isom",240
"FP8","female","excl","week2","single","L","isom",228
"FP8","female","excl","week5","multiple","R","isok.60",211
"FP8","female","excl","week5","single","L","isok.60",192
"FP8","female","excl","week5","multiple","R","isok.120",153
"FP8","female","excl","week5","single","L","isok.120",148
"FP8","female","excl","week5","multiple","R","isok.240",93
"FP8","female","excl","week5","single","L","isok.240",98
"FP8","female","excl","week5","multiple","R","isom",294
"FP8","female","excl","week5","single","L","isom",267
"FP8","female","excl","week5","multiple","R","isom",275
"FP8","female","excl","week5","single","L","isom",265
"FP8","female","excl","week9","multiple","R","isok.60",217
"FP8","female","excl","week9","single","L","isok.60",195
"FP8","female","excl","week9","multiple","R","isok.120",161
"FP8","female","excl","week9","single","L","isok.120",152
"FP8","female","excl","week9","multiple","R","isok.240",94
"FP8","female","excl","week9","single","L","isok.240",94
"FP8","female","excl","week9","multiple","R","isom",294
"FP8","female","excl","week9","single","L","isom",279
"FP8","female","excl","week9","multiple","R","isom",301
"FP8","female","excl","week9","single","L","isom",NA
"FP8","female","excl","post","multiple","R","isok.60",NA
"FP8","female","excl","post","single","L","isok.60",NA
"FP8","female","excl","post","multiple","R","isok.120",NA
"FP8","female","excl","post","single","L","isok.120",NA
"FP8","female","excl","post","multiple","R","isok.240",NA
"FP8","female","excl","post","single","L","isok.240",NA
"FP8","female","excl","post","multiple","R","isom",NA
"FP8","female","excl","post","single","L","isom",NA
"FP8","female","excl","post","multiple","R","isom",NA
"FP8","female","excl","post","single","L","isom",NA
"FP15","male","incl","pre","multiple","R","isok.60",266
"FP15","male","incl","pre","single","L","isok.60",256
"FP15","male","incl","pre","multiple","R","isok.120",207
"FP15","male","incl","pre","single","L","isok.120",194
"FP15","male","incl","pre","multiple","R","isok.240",155
"FP15","male","incl","pre","single","L","isok.240",141
"FP15","male","incl","pre","multiple","R","isom",365
"FP15","male","incl","pre","single","L","isom",323
"FP15","male","incl","pre","multiple","R","isom",340
"FP15","male","incl","pre","single","L","isom",319
"FP15","male","incl","session1","multiple","R","isok.60",257
"FP15","male","incl","session1","single","L","isok.60",241
"FP15","male","incl","session1","multiple","R","isok.120",206
"FP15","male","incl","session1","single","L","isok.120",192
"FP15","male","incl","session1","multiple","R","isok.240",147
"FP15","male","incl","session1","single","L","isok.240",135
"FP15","male","incl","session1","multiple","R","isom",339
"FP15","male","incl","session1","single","L","isom",323
"FP15","male","incl","session1","multiple","R","isom",307
"FP15","male","incl","session1","single","L","isom",299
"FP15","male","incl","week2","multiple","R","isok.60",266
"FP15","male","incl","week2","single","L","isok.60",246
"FP15","male","incl","week2","multiple","R","isok.120",199
"FP15","male","incl","week2","single","L","isok.120",193
"FP15","male","incl","week2","multiple","R","isok.240",134
"FP15","male","incl","week2","single","L","isok.240",132
"FP15","male","incl","week2","multiple","R","isom",295
"FP15","male","incl","week2","single","L","isom",323
"FP15","male","incl","week2","multiple","R","isom",275
"FP15","male","incl","week2","single","L","isom",296
"FP15","male","incl","week5","multiple","R","isok.60",293
"FP15","male","incl","week5","single","L","isok.60",182
"FP15","male","incl","week5","multiple","R","isok.120",229
"FP15","male","incl","week5","single","L","isok.120",213
"FP15","male","incl","week5","multiple","R","isok.240",172
"FP15","male","incl","week5","single","L","isok.240",167
"FP15","male","incl","week5","multiple","R","isom",347
"FP15","male","incl","week5","single","L","isom",330
"FP15","male","incl","week5","multiple","R","isom",339
"FP15","male","incl","week5","single","L","isom",314
"FP15","male","incl","week9","multiple","R","isok.60",NA
"FP15","male","incl","week9","single","L","isok.60",NA
"FP15","male","incl","week9","multiple","R","isok.120",NA
"FP15","male","incl","week9","single","L","isok.120",NA
"FP15","male","incl","week9","multiple","R","isok.240",NA
"FP15","male","incl","week9","single","L","isok.240",NA
"FP15","male","incl","week9","multiple","R","isom",NA
"FP15","male","incl","week9","single","L","isom",NA
"FP15","male","incl","week9","multiple","R","isom",NA
"FP15","male","incl","week9","single","L","isom",NA
"FP15","male","incl","post","multiple","R","isok.60",311
"FP15","male","incl","post","single","L","isok.60",258
"FP15","male","incl","post","multiple","R","isok.120",246
"FP15","male","incl","post","single","L","isok.120",215
"FP15","male","incl","post","multiple","R","isok.240",183
"FP15","male","incl","post","single","L","isok.240",161
"FP15","male","incl","post","multiple","R","isom",419
"FP15","male","incl","post","single","L","isom",305
"FP15","male","incl","post","multiple","R","isom",363
"FP15","male","incl","post","single","L","isom",290
"FP24","female","incl","pre","single","R","isok.60",158
"FP24","female","incl","pre","multiple","L","isok.60",152
"FP24","female","incl","pre","single","R","isok.120",119
"FP24","female","incl","pre","multiple","L","isok.120",102
"FP24","female","incl","pre","single","R","isok.240",80
"FP24","female","incl","pre","multiple","L","isok.240",57
"FP24","female","incl","pre","single","R","isom",185
"FP24","female","incl","pre","multiple","L","isom",172
"FP24","female","incl","pre","single","R","isom",187
"FP24","female","incl","pre","multiple","L","isom",190
"FP24","female","incl","session1","single","R","isok.60",170
"FP24","female","incl","session1","multiple","L","isok.60",164
"FP24","female","incl","session1","single","R","isok.120",119
"FP24","female","incl","session1","multiple","L","isok.120",117
"FP24","female","incl","session1","single","R","isok.240",57
"FP24","female","incl","session1","multiple","L","isok.240",76
"FP24","female","incl","session1","single","R","isom",155
"FP24","female","incl","session1","multiple","L","isom",204
"FP24","female","incl","session1","single","R","isom",161
"FP24","female","incl","session1","multiple","L","isom",193
"FP24","female","incl","week2","single","R","isok.60",180
"FP24","female","incl","week2","multiple","L","isok.60",177
"FP24","female","incl","week2","single","R","isok.120",134
"FP24","female","incl","week2","multiple","L","isok.120",136
"FP24","female","incl","week2","single","R","isok.240",100
"FP24","female","incl","week2","multiple","L","isok.240",101
"FP24","female","incl","week2","single","R","isom",202
"FP24","female","incl","week2","multiple","L","isom",185
"FP24","female","incl","week2","single","R","isom",203
"FP24","female","incl","week2","multiple","L","isom",199
"FP24","female","incl","week5","single","R","isok.60",173
"FP24","female","incl","week5","multiple","L","isok.60",179
"FP24","female","incl","week5","single","R","isok.120",137
"FP24","female","incl","week5","multiple","L","isok.120",135
"FP24","female","incl","week5","single","R","isok.240",98
"FP24","female","incl","week5","multiple","L","isok.240",95
"FP24","female","incl","week5","single","R","isom",202
"FP24","female","incl","week5","multiple","L","isom",208
"FP24","female","incl","week5","single","R","isom",210
"FP24","female","incl","week5","multiple","L","isom",222
"FP24","female","incl","week9","single","R","isok.60",163
"FP24","female","incl","week9","multiple","L","isok.60",187
"FP24","female","incl","week9","single","R","isok.120",130
"FP24","female","incl","week9","multiple","L","isok.120",150
"FP24","female","incl","week9","single","R","isok.240",94
"FP24","female","incl","week9","multiple","L","isok.240",109
"FP24","female","incl","week9","single","R","isom",226
"FP24","female","incl","week9","multiple","L","isom",239
"FP24","female","incl","week9","single","R","isom",217
"FP24","female","incl","week9","multiple","L","isom",225
"FP24","female","incl","post","single","R","isok.60",178
"FP24","female","incl","post","multiple","L","isok.60",207
"FP24","female","incl","post","single","R","isok.120",140
"FP24","female","incl","post","multiple","L","isok.120",160
"FP24","female","incl","post","single","R","isok.240",94
"FP24","female","incl","post","multiple","L","isok.240",107
"FP24","female","incl","post","single","R","isom",223
"FP24","female","incl","post","multiple","L","isom",257
"FP24","female","incl","post","single","R","isom",211
"FP24","female","incl","post","multiple","L","isom",245
"FP40","female","incl","pre","multiple","R","isok.60",167
"FP40","female","incl","pre","single","L","isok.60",168
"FP40","female","incl","pre","multiple","R","isok.120",130
"FP40","female","incl","pre","single","L","isok.120",125
"FP40","female","incl","pre","multiple","R","isok.240",84
"FP40","female","incl","pre","single","L","isok.240",85
"FP40","female","incl","pre","multiple","R","isom",217
"FP40","female","incl","pre","single","L","isom",187
"FP40","female","incl","pre","multiple","R","isom",221
"FP40","female","incl","pre","single","L","isom",203
"FP40","female","incl","session1","multiple","R","isok.60",137
"FP40","female","incl","session1","single","L","isok.60",145
"FP40","female","incl","session1","multiple","R","isok.120",123
"FP40","female","incl","session1","single","L","isok.120",117
"FP40","female","incl","session1","multiple","R","isok.240",88
"FP40","female","incl","session1","single","L","isok.240",81
"FP40","female","incl","session1","multiple","R","isom",164
"FP40","female","incl","session1","single","L","isom",211
"FP40","female","incl","session1","multiple","R","isom",177
"FP40","female","incl","session1","single","L","isom",206
"FP40","female","incl","week2","multiple","R","isok.60",168
"FP40","female","incl","week2","single","L","isok.60",165
"FP40","female","incl","week2","multiple","R","isok.120",128
"FP40","female","incl","week2","single","L","isok.120",130
"FP40","female","incl","week2","multiple","R","isok.240",86
"FP40","female","incl","week2","single","L","isok.240",85
"FP40","female","incl","week2","multiple","R","isom",210
"FP40","female","incl","week2","single","L","isom",225
"FP40","female","incl","week2","multiple","R","isom",212
"FP40","female","incl","week2","single","L","isom",229
"FP40","female","incl","week5","multiple","R","isok.60",172
"FP40","female","incl","week5","single","L","isok.60",162
"FP40","female","incl","week5","multiple","R","isok.120",130
"FP40","female","incl","week5","single","L","isok.120",127
"FP40","female","incl","week5","multiple","R","isok.240",85
"FP40","female","incl","week5","single","L","isok.240",89
"FP40","female","incl","week5","multiple","R","isom",234
"FP40","female","incl","week5","single","L","isom",202
"FP40","female","incl","week5","multiple","R","isom",224
"FP40","female","incl","week5","single","L","isom",204
"FP40","female","incl","week9","multiple","R","isok.60",175
"FP40","female","incl","week9","single","L","isok.60",167
"FP40","female","incl","week9","multiple","R","isok.120",128
"FP40","female","incl","week9","single","L","isok.120",127
"FP40","female","incl","week9","multiple","R","isok.240",96
"FP40","female","incl","week9","single","L","isok.240",90
"FP40","female","incl","week9","multiple","R","isom",234
"FP40","female","incl","week9","single","L","isom",221
"FP40","female","incl","week9","multiple","R","isom",237
"FP40","female","incl","week9","single","L","isom",221
"FP40","female","incl","post","multiple","R","isok.60",177
"FP40","female","incl","post","single","L","isok.60",154
"FP40","female","incl","post","multiple","R","isok.120",141
"FP40","female","incl","post","single","L","isok.120",128
"FP40","female","incl","post","multiple","R","isok.240",103
"FP40","female","incl","post","single","L","isok.240",87
"FP40","female","incl","post","multiple","R","isom",232
"FP40","female","incl","post","single","L","isom",209
"FP40","female","incl","post","multiple","R","isom",231
"FP40","female","incl","post","single","L","isom",210
"FP28","female","incl","pre","single","R","isok.60",146
"FP28","female","incl","pre","multiple","L","isok.60",146
"FP28","female","incl","pre","single","R","isok.120",120
"FP28","female","incl","pre","multiple","L","isok.120",111
"FP28","female","incl","pre","single","R","isok.240",71
"FP28","female","incl","pre","multiple","L","isok.240",77
"FP28","female","incl","pre","single","R","isom",191
"FP28","female","incl","pre","multiple","L","isom",176
"FP28","female","incl","pre","single","R","isom",187
"FP28","female","incl","pre","multiple","L","isom",160
"FP28","female","incl","session1","single","R","isok.60",130
"FP28","female","incl","session1","multiple","L","isok.60",145
"FP28","female","incl","session1","single","R","isok.120",111
"FP28","female","incl","session1","multiple","L","isok.120",109
"FP28","female","incl","session1","single","R","isok.240",79
"FP28","female","incl","session1","multiple","L","isok.240",67
"FP28","female","incl","session1","single","R","isom",162
"FP28","female","incl","session1","multiple","L","isom",174
"FP28","female","incl","session1","single","R","isom",169
"FP28","female","incl","session1","multiple","L","isom",163
"FP28","female","incl","week2","single","R","isok.60",159
"FP28","female","incl","week2","multiple","L","isok.60",193
"FP28","female","incl","week2","single","R","isok.120",126
"FP28","female","incl","week2","multiple","L","isok.120",138
"FP28","female","incl","week2","single","R","isok.240",92
"FP28","female","incl","week2","multiple","L","isok.240",89
"FP28","female","incl","week2","single","R","isom",190
"FP28","female","incl","week2","multiple","L","isom",232
"FP28","female","incl","week2","single","R","isom",183
"FP28","female","incl","week2","multiple","L","isom",189
"FP28","female","incl","week5","single","R","isok.60",172
"FP28","female","incl","week5","multiple","L","isok.60",178
"FP28","female","incl","week5","single","R","isok.120",140
"FP28","female","incl","week5","multiple","L","isok.120",138
"FP28","female","incl","week5","single","R","isok.240",88
"FP28","female","incl","week5","multiple","L","isok.240",87
"FP28","female","incl","week5","single","R","isom",209
"FP28","female","incl","week5","multiple","L","isom",246
"FP28","female","incl","week5","single","R","isom",224
"FP28","female","incl","week5","multiple","L","isom",216
"FP28","female","incl","week9","single","R","isok.60",158
"FP28","female","incl","week9","multiple","L","isok.60",165
"FP28","female","incl","week9","single","R","isok.120",121
"FP28","female","incl","week9","multiple","L","isok.120",130
"FP28","female","incl","week9","single","R","isok.240",87
"FP28","female","incl","week9","multiple","L","isok.240",88
"FP28","female","incl","week9","single","R","isom",186
"FP28","female","incl","week9","multiple","L","isom",237
"FP28","female","incl","week9","single","R","isom",196
"FP28","female","incl","week9","multiple","L","isom",229
"FP28","female","incl","post","single","R","isok.60",172
"FP28","female","incl","post","multiple","L","isok.60",170
"FP28","female","incl","post","single","R","isok.120",127
"FP28","female","incl","post","multiple","L","isok.120",140
"FP28","female","incl","post","single","R","isok.240",86
"FP28","female","incl","post","multiple","L","isok.240",103
"FP28","female","incl","post","single","R","isom",222
"FP28","female","incl","post","multiple","L","isom",228
"FP28","female","incl","post","single","R","isom",233
"FP28","female","incl","post","multiple","L","isom",230
"FP34","female","incl","pre","multiple","R","isok.60",128
"FP34","female","incl","pre","single","L","isok.60",128
"FP34","female","incl","pre","multiple","R","isok.120",98
"FP34","female","incl","pre","single","L","isok.120",89
"FP34","female","incl","pre","multiple","R","isok.240",70
"FP34","female","incl","pre","single","L","isok.240",60
"FP34","female","incl","pre","multiple","R","isom",149
"FP34","female","incl","pre","single","L","isom",181
"FP34","female","incl","pre","multiple","R","isom",150
"FP34","female","incl","pre","single","L","isom",161
"FP34","female","incl","session1","multiple","R","isok.60",129
"FP34","female","incl","session1","single","L","isok.60",139
"FP34","female","incl","session1","multiple","R","isok.120",95
"FP34","female","incl","session1","single","L","isok.120",101
"FP34","female","incl","session1","multiple","R","isok.240",66
"FP34","female","incl","session1","single","L","isok.240",69
"FP34","female","incl","session1","multiple","R","isom",151
"FP34","female","incl","session1","single","L","isom",179
"FP34","female","incl","session1","multiple","R","isom",148
"FP34","female","incl","session1","single","L","isom",159
"FP34","female","incl","week2","multiple","R","isok.60",152
"FP34","female","incl","week2","single","L","isok.60",135
"FP34","female","incl","week2","multiple","R","isok.120",108
"FP34","female","incl","week2","single","L","isok.120",103
"FP34","female","incl","week2","multiple","R","isok.240",70
"FP34","female","incl","week2","single","L","isok.240",67
"FP34","female","incl","week2","multiple","R","isom",178
"FP34","female","incl","week2","single","L","isom",171
"FP34","female","incl","week2","multiple","R","isom",173
"FP34","female","incl","week2","single","L","isom",167
"FP34","female","incl","week5","multiple","R","isok.60",130
"FP34","female","incl","week5","single","L","isok.60",145
"FP34","female","incl","week5","multiple","R","isok.120",104
"FP34","female","incl","week5","single","L","isok.120",107
"FP34","female","incl","week5","multiple","R","isok.240",71
"FP34","female","incl","week5","single","L","isok.240",69
"FP34","female","incl","week5","multiple","R","isom",176
"FP34","female","incl","week5","single","L","isom",191
"FP34","female","incl","week5","multiple","R","isom",165
"FP34","female","incl","week5","single","L","isom",170
"FP34","female","incl","week9","multiple","R","isok.60",NA
"FP34","female","incl","week9","single","L","isok.60",NA
"FP34","female","incl","week9","multiple","R","isok.120",NA
"FP34","female","incl","week9","single","L","isok.120",NA
"FP34","female","incl","week9","multiple","R","isok.240",NA
"FP34","female","incl","week9","single","L","isok.240",NA
"FP34","female","incl","week9","multiple","R","isom",NA
"FP34","female","incl","week9","single","L","isom",NA
"FP34","female","incl","week9","multiple","R","isom",NA
"FP34","female","incl","week9","single","L","isom",NA
"FP34","female","incl","post","multiple","R","isok.60",138
"FP34","female","incl","post","single","L","isok.60",156
"FP34","female","incl","post","multiple","R","isok.120",112
"FP34","female","incl","post","single","L","isok.120",132
"FP34","female","incl","post","multiple","R","isok.240",74
"FP34","female","incl","post","single","L","isok.240",78
"FP34","female","incl","post","multiple","R","isom",207
"FP34","female","incl","post","single","L","isom",212
"FP34","female","incl","post","multiple","R","isom",190
"FP34","female","incl","post","single","L","isom",191
"FP25","male","incl","pre","multiple","R","isok.60",166
"FP25","male","incl","pre","single","L","isok.60",137
"FP25","male","incl","pre","multiple","R","isok.120",94
"FP25","male","incl","pre","single","L","isok.120",90
"FP25","male","incl","pre","multiple","R","isok.240",37
"FP25","male","incl","pre","single","L","isok.240",39
"FP25","male","incl","pre","multiple","R","isom",217
"FP25","male","incl","pre","single","L","isom",196
"FP25","male","incl","pre","multiple","R","isom",237
"FP25","male","incl","pre","single","L","isom",216
"FP25","male","incl","session1","multiple","R","isok.60",157
"FP25","male","incl","session1","single","L","isok.60",142
"FP25","male","incl","session1","multiple","R","isok.120",119
"FP25","male","incl","session1","single","L","isok.120",117
"FP25","male","incl","session1","multiple","R","isok.240",53
"FP25","male","incl","session1","single","L","isok.240",70
"FP25","male","incl","session1","multiple","R","isom",207
"FP25","male","incl","session1","single","L","isom",222
"FP25","male","incl","session1","multiple","R","isom",201
"FP25","male","incl","session1","single","L","isom",203
"FP25","male","incl","week2","multiple","R","isok.60",195
"FP25","male","incl","week2","single","L","isok.60",168
"FP25","male","incl","week2","multiple","R","isok.120",146
"FP25","male","incl","week2","single","L","isok.120",144
"FP25","male","incl","week2","multiple","R","isok.240",99
"FP25","male","incl","week2","single","L","isok.240",97
"FP25","male","incl","week2","multiple","R","isom",242
"FP25","male","incl","week2","single","L","isom",246
"FP25","male","incl","week2","multiple","R","isom",212
"FP25","male","incl","week2","single","L","isom",215
"FP25","male","incl","week5","multiple","R","isok.60",156
"FP25","male","incl","week5","single","L","isok.60",176
"FP25","male","incl","week5","multiple","R","isok.120",124
"FP25","male","incl","week5","single","L","isok.120",135
"FP25","male","incl","week5","multiple","R","isok.240",99
"FP25","male","incl","week5","single","L","isok.240",95
"FP25","male","incl","week5","multiple","R","isom",235
"FP25","male","incl","week5","single","L","isom",219
"FP25","male","incl","week5","multiple","R","isom",236
"FP25","male","incl","week5","single","L","isom",195
"FP25","male","incl","week9","multiple","R","isok.60",NA
"FP25","male","incl","week9","single","L","isok.60",NA
"FP25","male","incl","week9","multiple","R","isok.120",NA
"FP25","male","incl","week9","single","L","isok.120",NA
"FP25","male","incl","week9","multiple","R","isok.240",NA
"FP25","male","incl","week9","single","L","isok.240",NA
"FP25","male","incl","week9","multiple","R","isom",NA
"FP25","male","incl","week9","single","L","isom",NA
"FP25","male","incl","week9","multiple","R","isom",NA
"FP25","male","incl","week9","single","L","isom",NA
"FP25","male","incl","post","multiple","R","isok.60",213
"FP25","male","incl","post","single","L","isok.60",200
"FP25","male","incl","post","multiple","R","isok.120",162
"FP25","male","incl","post","single","L","isok.120",145
"FP25","male","incl","post","multiple","R","isok.240",103
"FP25","male","incl","post","single","L","isok.240",106
"FP25","male","incl","post","multiple","R","isom",304
"FP25","male","incl","post","single","L","isom",286
"FP25","male","incl","post","multiple","R","isom",287
"FP25","male","incl","post","single","L","isom",290
"FP36","female","incl","pre","single","R","isok.60",150
"FP36","female","incl","pre","multiple","L","isok.60",96
"FP36","female","incl","pre","single","R","isok.120",122
"FP36","female","incl","pre","multiple","L","isok.120",89
"FP36","female","incl","pre","single","R","isok.240",78
"FP36","female","incl","pre","multiple","L","isok.240",30
"FP36","female","incl","pre","single","R","isom",156
"FP36","female","incl","pre","multiple","L","isom",147
"FP36","female","incl","pre","single","R","isom",155
"FP36","female","incl","pre","multiple","L","isom",169
"FP36","female","incl","session1","single","R","isok.60",152
"FP36","female","incl","session1","multiple","L","isok.60",155
"FP36","female","incl","session1","single","R","isok.120",115
"FP36","female","incl","session1","multiple","L","isok.120",111
"FP36","female","incl","session1","single","R","isok.240",63
"FP36","female","incl","session1","multiple","L","isok.240",57
"FP36","female","incl","session1","single","R","isom",150
"FP36","female","incl","session1","multiple","L","isom",145
"FP36","female","incl","session1","single","R","isom",144
"FP36","female","incl","session1","multiple","L","isom",147
"FP36","female","incl","week2","single","R","isok.60",132
"FP36","female","incl","week2","multiple","L","isok.60",132
"FP36","female","incl","week2","single","R","isok.120",115
"FP36","female","incl","week2","multiple","L","isok.120",106
"FP36","female","incl","week2","single","R","isok.240",72
"FP36","female","incl","week2","multiple","L","isok.240",52
"FP36","female","incl","week2","single","R","isom",180
"FP36","female","incl","week2","multiple","L","isom",144
"FP36","female","incl","week2","single","R","isom",176
"FP36","female","incl","week2","multiple","L","isom",126
"FP36","female","incl","week5","single","R","isok.60",161
"FP36","female","incl","week5","multiple","L","isok.60",135
"FP36","female","incl","week5","single","R","isok.120",122
"FP36","female","incl","week5","multiple","L","isok.120",110
"FP36","female","incl","week5","single","R","isok.240",75
"FP36","female","incl","week5","multiple","L","isok.240",61
"FP36","female","incl","week5","single","R","isom",209
"FP36","female","incl","week5","multiple","L","isom",178
"FP36","female","incl","week5","single","R","isom",177
"FP36","female","incl","week5","multiple","L","isom",183
"FP36","female","incl","week9","single","R","isok.60",NA
"FP36","female","incl","week9","multiple","L","isok.60",NA
"FP36","female","incl","week9","single","R","isok.120",NA
"FP36","female","incl","week9","multiple","L","isok.120",NA
"FP36","female","incl","week9","single","R","isok.240",NA
"FP36","female","incl","week9","multiple","L","isok.240",NA
"FP36","female","incl","week9","single","R","isom",NA
"FP36","female","incl","week9","multiple","L","isom",NA
"FP36","female","incl","week9","single","R","isom",NA
"FP36","female","incl","week9","multiple","L","isom",NA
"FP36","female","incl","post","single","R","isok.60",169
"FP36","female","incl","post","multiple","L","isok.60",165
"FP36","female","incl","post","single","R","isok.120",128
"FP36","female","incl","post","multiple","L","isok.120",136
"FP36","female","incl","post","single","R","isok.240",78
"FP36","female","incl","post","multiple","L","isok.240",89
"FP36","female","incl","post","single","R","isom",187
"FP36","female","incl","post","multiple","L","isom",179
"FP36","female","incl","post","single","R","isom",216
"FP36","female","incl","post","multiple","L","isom",189
"FP23","male","incl","pre","multiple","R","isok.60",144
"FP23","male","incl","pre","single","L","isok.60",176
"FP23","male","incl","pre","multiple","R","isok.120",148
"FP23","male","incl","pre","single","L","isok.120",148
"FP23","male","incl","pre","multiple","R","isok.240",97
"FP23","male","incl","pre","single","L","isok.240",105
"FP23","male","incl","pre","multiple","R","isom",211
"FP23","male","incl","pre","single","L","isom",223
"FP23","male","incl","pre","multiple","R","isom",210
"FP23","male","incl","pre","single","L","isom",219
"FP23","male","incl","session1","multiple","R","isok.60",166
"FP23","male","incl","session1","single","L","isok.60",186
"FP23","male","incl","session1","multiple","R","isok.120",152
"FP23","male","incl","session1","single","L","isok.120",151
"FP23","male","incl","session1","multiple","R","isok.240",105
